Codigo;Descripcion_ES;Descripcion_EU
165990;COMERCIO MENOR OTROS PRODUCTOS NO ESPECIFICADOS EN AGRUP.65, EXCEPTO EP.653.9;NAGUSITASUNIK GABEKO ZENBAIT EKOIZKINEN ETA ELKARTZE HONETAN ZEHAZTU GABEKO BE 
166110;COMERCIO EN GRANDES ALMACENES DE VARIAS GAMAS DE PRODUCTOS;EROSTETXE HANDIETAKO MERKATARITZA, EROSTETXE HANDITZAT HAINBAT SAILETAN AURKE 
166120;COMERCIO EN HIPERMERCADOS, DE AMPLIO SURTIDO DE PROD.ALIMENTICIO Y NO ALIMENT,;HIPERMERKATUETAKO MERKATARITZA, HIPERMERKATUTZAT NAGUSIKI AUTOZERBITZUAN SALM 
166130;COMERCIO EN ALMACENES POPULARES, DE UN SURTIDO DE BIENES DE CONSUMO;EROSTETXE ARRUNTETAKO MERKATARITZA, EROSTETXE ARRUNTZAT AUTOZERBITZUAN NAHIZ . 
166210;COMERCIO AL POR MENOR DE TODA CLASE ART.DE ECONOMATOS Y COOPERATIVAS CONSUMO;KONTSUMO EKONOMATU ETA KOOPERATIBETAKO ARTIKULU MOTA GUZTIEN TXIKIZKAKO MERKA 
166220;COMERCIO MENOR TODA CLASE ARTICULOS,EN ESTABL.DISTINTO A GRUPO 661 6 EP.662.1;661. TALDEAN ETA 662.1. EPIGRAFEAN ZEHAZTU IZAN DIREN ESTABLEZIMENDUEZ EZ BEST 
166310;COMERCIO MENOR FUERA ESTAB.COMERC.PROD.ALIMENTICIOS,INCLUSO BEBIDAS Y HELADOS;MERKATAL ESTABLEZIMENDU IRAUNKORRETIK KANPOKO ELIKADURAGAIEN, EDARIAK ETA IZO 
166320;COMERCIO MENOR FUERA DE ESTABL.COMERCIAL PERMANENTE ART.TEXTILES Y CONFECCION;MERKATAL ESTABLEZIMENDU IRAUNKORRETIK KANPOKO EHUNGAIEN ETA JANTZIGAIEN TXIKIZ 
166330;COMERCIO MENOR FUERA DE ESTABLEC.COMERCIAL PERMANENTE CALZADO,PIELES,ART.CUERO;MERKATAL ESTABLEZIMENDU IRAUNKORRETIK KANPOKO ZAPATA, LARRUAZAL ETA LARRUAZAL 
166340;COMERCIO MENOR FUERA ESTABL.COMER.PERMA.ART.DROGUERIA Y COSMETICO Y PRO.QUIMI.;MERKATAL ESTABLEZIMENDU IRAUNKORRETIK KANPOKO DROGAGINTZA ETA KOSMETIKAKO GAI 
166390;COMERCIO MENOR FUERA ESTAB.COMER.PERMANENTE DE OTRA CLASE DE MERCANCIA N.C.O.P;MERKATAL ESTABLEZIMENDUTIK KANPOKO BESTELAKO ATALETAN EZ BILDUTAKO BESTE MERK 
166411;CUOTA MUNICIPAL, EL TITULAR DEL ESTABLECIMIENTO;UDALAREN KUOTA, ESTABLEZIMENDUAREN TITULARRARI DAGOKIONA 
166412;CUOTA ESTATAL, EL PROPIETARIO DE LAS VITRINAS;ESTATUAREN KUOTA, BITRINEN TITULARRARI DAGOKIONA 
166491;CUOTA MUNICIPAL, EL TITULAR DEL ESTABLECIMIENTO;UDALAREN KUOTA, ESTABLEZIMENDUAREN TITULARRARI DAGOKIONA 
166492;CUOTA ESTATAL, EL PROPIETARIO DE LOS APARATOS;ESTATUAREN KUOTA, APARAILUEN JABEARI DAGOKIONA 
166500;COMERCIO AL POR MENOR POR CORREO O POR CATALOGO DE PRODUCTOS DIVERSOS;POSTAZKO EDO PRODUKTU EZBERDINEN KATALOGOAREN BIDEZKO MERKATARITZA 
167110;RESTAURANTE DE CINCO TENEDORES;BOST SARDESKAKOAK 
167120;RESTAURANTE DE CUATRO TENEDORES;LAU SARDESKAKOAK 
167130;RESTAURANTE DE TRES TENEDORES;HIRU SARDESKAKOAK 
167140;RESTAURANTE DE DOS TENEDORES;BI SARDESKAKOAK 
167150;RESTAURANTE DE UN TENEDOR;SARDESKA BATEKOAK 
167210;CAFETERIA DE TRES TAZAS;HIRU KIKARAKOAK 
167220;CAFETERIA DE DOS TAZAS;BI KIKARAKOAK 
167230;CAFETERIA DE UNA TAZA;KIKARA BATEKOAK 
167310;BAR DE CATEGORIA ESPECIAL;KATEGORIA BEREZIKOAK 
167320;OTROS CAFES Y BARES;BESTELAKO KAFETEGI ETA TABERNAK 
167410;SERVICIO BAR RESTAURANTE EN VEHICULOS DE TRACCION MECANICA;TRAKZIO MEKANIKOZKO IBILGAILUETAKO ZERBITZUA 
167420;SERVICIO BAR RESTAURANTE EN FERROCARRILES DE CUALQUIER CLASE;EDOZEIN MOTATAKO TRENBIDEETAKO ZERBITZUA 
167430;SERVICIO BAR RESTAURANTE EN BARCOS;ITSASUNTZIETAKO ZERBITZUAK 
167440;SERVICIO BAR RESTAURANTE EN AERONAVES;AEROUNTZIETAKO ZERBITZUAK 
167450;SERVICIO BAR RESTAURANTE EN SOCIEDADES, CIRCULOS, CASINO,CLUBS,Y ESTAB.ANALOGO;SOZIETATE, ZIRKULO, KASINO, KLUB ETA ANTZEKO ESTABLEZIMENDUETAKO ZERBITZUAK 
167460;SERVICIO BAR RESTAURANTE EN TEATROS Y ESPECTAC.ABIERTOS EN HORAS DEL ESPECTAC.;IKUSKIZUNAK IRAUN BITARTEAN BAKARRIK ZABALIK DAUDEN ANTZOKI ETA GAINERAKO IKUS 
167470;SERVICIOS QUE SE PRESTAN EN PARQUES O RECINTOS FERIALES CLASIFICADOS EP.989.3;TARIFA HAUETAKO 1. ATAL HONETAKO 989.3. EPIGRAFEAN SAILKATURIKO FERIA-PARKE. 
1675100;SERVICIOS EN QUIOSCOS, CAJONES, BARRACAS, AL AIRE LIBRE EN LA VIA PUBLICA;KIOSKOETAKO, KUTXETAKO, BARRAKETAKO ZERBITZUAK AIRE ZABALEAN BIDE PUBLIKOAN
1675101;SERVICIOS EN QUIOSCOS, CAJONES, BARRACAS, AL AIRE LIBRE EN LA VIA PUBLICA (MERCADO O PLAZA DE ABASTOS);KIOSKOETAKO, KUTXETAKO, BARRAKETAKO ZERBITZUAK AIRE ZABALEAN BIDE PUBLIKOAN (MERKATUA EDO AZOKA-PLAZA)
167520;SERVICIOS DE HOSTELERIA FUERA DE ESTABLECIMIENTO PERMANENTE, TXOZNAS -15 DIAS;ESTABLEZIMENDU IRAUNKORRAK EZ DIREN OSTATUETAKO ZERBITZUGINTZA, TXOZNAK 
167600;SERVICIOS EN CHOCOLATERIAS, HELADERIAS Y HORCHATERIAS;TXOKOLATEGI, IZOTZDENDA ETA ORTXATADENDETAKO ZERBITZUAK 
167710;SERVICIOS ALIMENTACION PRESTADOS FUERA DE ESTABLECIMIENTO;67 ETA 68. ELKARTZEETAKO 671, 672, 673, 681 ETA 682. TALDEETAN SAILKATUTAKO ES 
167790;OTROS SERVICIOS DE ALIMENTACION PROPIOS DE LA RESTAURACION;JATETXEGINTZARI BEREZKOAK ZAIZKION BESTE ELIKADURA ZERBITZU BATZU 
168100;SERVICIO DE HOSTELERIA EN HOTELES Y MOTELES;HOTEL ETA MOTELETAKO OSTALARITZA ZERBITZUA 
168200;SERVICIO DE HOSTELERIA EN HOSTALES Y PENSIONES;OSTATETXE ETA PENTSIOETAKO OSTALARITZA ZERBITZUAK 
168310;SERVICIO DE HOSTELERIA EN FONDAS Y CASAS DE HUESPEDES;OSTATUETXE ETA OSTALIERRETXEETAKO OSTALARITZA ZERBITZUA 
1683200;ALOJAMIENTOS TURISTICOS AGRICOLAS (RÉGIMEN SIMPLIFICADO AGRÍCOLA);NEKAZAL OSTATU TURISTIKOAK (NEKAZARITZA ERREGIMEN ERRAZTUA)
1683201;ALOJAMIENTOS TURISTICOS AGRICOLAS (RÉGIMEN SIMPLIFICADO NO AGRÍCOLA);NEKAZAL OSTATU TURISTIKOAK (NEKAZARITZAKOA EZ DEN ERREGIMEN ERRAZTUA)
168400;SERVICIO DE HOSTELERIA EN HOTELES-APARTAMENTOS;HOTEL-APARTAMENDUETAKO OSTALARITZA ZERBITZUA 
168500;ALOJAMIENTOS TURISTICOS EXTRAHOTELEROS;HOTELEZKANPOKO ALOJAMENDU TURISTIKOAK 
168600;EXPLOTACION DE APARTAMENTOS PRIVADOS A TRAVES DE AGENCIA O EMPRESA ORGANIZADA;AGENTZIA NAHIZ ENPRESA ANTOLATUAREN BITARTEZKO APARTAMENTU PRIBATUEN USTIAPENA 
168710;CAMPAMENTOS DE LUJO;LUXUZKO KANPALEKUAK 
168720;CAMPAMENTOS DE PRIMERA CLASE;LEHEN MAILAKO KANPALEKUAK 
168730;CAMPAMENTOS DE SEGUNDA CLASE;BIGARREN MAILAKO KANPALEKUAK 
168740;CAMPAMENTOS DE TERCERA CLASE;HIRUGARREN MAILAKO KANPALEKUAK 
169110;REPARACION DE ARTICULOS ELECTRICOS PARA EL HOGAR;ETXEBIZITZARAKO ELEKTRAGAIEN KONPONKETA 
169120;REPARACION DE VEHICULOS AUTOMOVILES, BICICLETAS Y OTROS VEHICULOS;IBILGAILU AUTOMOBIL, BIZIKLETA ETA BESTELAKO IBILGAILUEN KONPONKETA 
1691900;REPARACION DE OTROS BIENES DE CONSUMO N.C.O.P. (EXCEPTO CALZADO);BESTELAKO ATALETAN BILDU GABEKO BESTE KONTSUMOGAIEN KONPONKETA (ZAPATAK IZAN EZIK)
1691901;REPARACION DE OTROS BIENES DE CONSUMO N.C.O.P. (CALZADO);BESTELAKO ATALETAN BILDU GABEKO BESTE KONTSUMOGAIEN KONPONKETA (ZAPATAK)
169200;REPARACION DE MAQUINARIA INDUSTRIAL;INDUSTRI MAKINERIAREN KONPONKETA 
169900;OTRAS REPARACIONES N.C.O.P.;BESTELAKO ATALETAN BILDU EZ DIREN BESTE KONPONKETA BATZU 
171100;TRANSPORTE FERROVIARIO POR VIA NORMAL;TRENBIDE ARRUNTEZKO GARRAIOA 
171200;TRANSPORTE FERROVIARIO POR VIA ESTRECHA;TRENBIDE ESTUZKO GARRAIOA 
172110;TRANSPORTE URBANO COLECTIVO;TALDEKADO HIRI GARRAIOA 
172120;TRANSPORTE POR AUTOTAXIS;AUTOTAXIZKO GARRAIOA 
172130;TRANSPORTE DE VIAJEROS POR CARRETERA;BIDAIARIEN ERREPIDEZKO GARRAIOA 
172140;TRANSPORTE SANITARIO EN AMBULANCIAS;AMBULANTZIAK 
172200;TRANSPORTE DE MERCANCIAS POR CARRETERA;MERKATALGAIEN ERREPIDEZKO GARRAIOA 
172900;OTROS TRANSPORTES TERRESTRES N.C.O.P.;BESTELAKO ATALETAN BILDU EZ DIREN LURGAINEKO GARRAIOAK 
173110;TRANSPORTE MARITIMO INTERNACIONAL DE PASAJEROS;BIDAIARIEN NAZIOARTEKO ITSAS GARRAIOA 
173120;TRANSPORTE MARITIMO INTERNACIONAL DE MERCANCIAS;MERKATALGAIEN NAZIOARTEKO ITSAS GARRAIOA 
173200;TRANSPORTE MARITIMO DE CRUDOS Y GASES;GORDINKIN ETA GASEN ITSAS GARRAIOA 
173310;TRANSPORTE DE CABOTAJE Y POR VIAS NAVEGABLES INTERIORES, DE VIAJEROS;BIDAIARIEN KABOTAIA ETA BARRUKO BIDE NABIGAGARRIETATIKO GARRAIOA 
173320;TRANSPORTE DE CABOTAJE Y POR VIAS NAVEGABLES INTERIORES DE MERCANCIAS;MERKATALGAIEN KABOTAIA ETA BARRUKO BIDE NABIGAGARRIETATIKO GARRAIOA 
173330;SERVICIOS DE TRANSBORDADORES, FERRYBOATS Y ANALOGOS;ALDAUNTZI, FERRYBOAT-AK ETA ANTZEKOAK 
173340;TRANSPORTE MARITIMO DE PASAJEROS MEDIANTE LOS DENOMINADOS JET-FOIL Y SIMILARES;JET-FOIL ETA ANTZEKOEN BIDEZKO BIDAIARIEN ITSAS GARRAIOA 
174110;TRANSPORTE AEREO NACIONAL DE VIAJEROS (SERVICIOS REGULARES);BIDAIARIEN AIREZKO NAZIO BARRUKO GARRAIOA (ZERBITZU ERREGULARRAK) 
174120;TRANSPORTE AEREO NACIONAL DE MERCANCIAS (SERVICIOS REGULARES);MERKATALGAIEN AIREZKO NAZIO BARRUKO GARRAIOA (ZERBITZU ERREGULARRAK) 
174130;TRANSPORTE AEREO INTERNACIONAL DE VIAJEROS (SERVISIO REGULARES);BIDAIARIEN AIREZKO NAZIOARTEKO GARRAIOA (ZERBITZU ERREGULARRAK) 
174140;TRANSPORTE AEREO INTERNACIONAL DE MERCANCIAS (SERVICIOS REGULARES);MERKATALGAIEN AIREZKO NAZIOARTEKO GARRAIOA (ZERBITZU ERREGULARRAK) 
174210;TRANSPORTE AEREO NACIONAL DE VIAJEROS (SERVICIOS NO REGULARES);BIDAIARIEN AIREZKO NAZIO BARRUKO GARRAIOA (ZERBITZU EZ-ERREGULARRAK) 
174220;TRANSPORTE AEREO NACIONAL DE MERCANCIAS (SERVICIOS NO REGULARES);MERKATALGAIEN AIREZKO NAZIO BARRUKO GARRAIOA (ZERBITZU EZ-ERREGULARRAK) 
174230;TRANSPORTE AEREO INTERNACIONAL DE VIAJEROS (SERVICIOS NO REGULARES);BIDAIARIEN AIREZKO NAZIOARTEKO GARRAIOA (ZERBITZU EZ-ERREGULARRAK) 
174240;TRANSPORTE AEREO INTERNACIONAL DE MERCANCIAS (SERVICIOS NO REGULARES);MERKATALGAIEN AIREZKO NAZIOARTEKO GARRAIOA (ZERBITZU EZ-ERREGULARRAK) 
175110;GUARDA Y CUSTODIA DE VEHICULOS EN GARAJES Y LOCALES CUBIERTOS.;APARKALEKUEN USTIAPENA 
175120;GUARDA Y CUSTODIA DE VEHICULOS EN -APARCAMIENTOS SUTERRANEOS- O -PARKINGS-;AUTOESTRATA, ERREPIDE, ZUBI ETA BIDESARIPEKO TUNELEN USTIAPENA 
175130;GUARDA Y CUSTODIA DE VEHICULOS EN SOLARES O TERRENOS SIN EDIFICAR.;IBILGAILUEN ZAINTZA ETA JAGOTZA ORUBEETAN EDO LUR ERAIKINBAKOETAN 
175140;EXPLOTACION DE AUTOPISTAS, CARRETERAS, PUENTES Y TUNELES DE PEAJE.;AUTOESTRATA, ERREPIDE, ZUBI ETA BIDESARIPEKO TUNELEN USTIAPENA 
175150;ENGRASE Y LAVADO DE VEHICULOS;IBILGAILUEN KOIPEZTAKETA ETA GARBIKETA 
175160;SERVICIO DE CARGA Y DESCARGA DE MERCANCIAS;MERKATARITZA-GAIEN ZAMAKETA ETA HUSTUKETAKO ZERBITZUAK 
175210;SERVICIOS DE PILOTAJE Y PRACTICOS EN PUERTOS;PILOTU ETA LEMAZAINEN ZERBITZUAK PORTUETAN 
175220;SERVICIO DE TRANSBORDO DE UNOS BARCOS A OTROS;BATZUETATIK BESTEETARAKO UNTZIALDAKETA ZERBITZUA 
175230;SERVICIOS DE REMOLQUE DE NAVIOS;UNTZIETARAKO ATOI ZERBITZUA 
175240;SERVICIOS LIMPIEZA,DESINFECCION Y SIMILARES A CARGO DE PERSONAL AJENO AL BARCO;UNTZIKOA EZ DEN PERTSONALAK BURUTUTAKO GARBIKETA, DESINFEKTAKETA ETA ANTZEKO 
175250;SERVICIOS DE SALVAMENTO Y RECUPERACION DE BARCOS;UNTZIEN SALBAMENDU ETA BERRESKURAKETA ZERBITZUAK 
175260;SERVICIOS DE CARGA Y DESCARGA DE BUQUES;UNTZIEN ZAMAKETA ETA HUSTUKETA ZERBITZUAK 
175270;SERVICIOS DE EXPLOTACION Y MANTENIMIENTO DE PUERTO, CANALES, DIQUES, ETC.;PORTU, KANAL, EUSTARRI ETA ABARRETAKO USTIAPEN ETA MANTENIMENDU ZERBITZUAK 
175280;SERVICIO DE SEÑALES MARITIMAS Y COSTERAS;ITSASO ETA ITSASALDEKO SEINALE ZERBITZUA 
175310;TERMINALES DE LINEAS DE TRANSPORTE AEREO EN AEROPUERTOS;AIREZKO GARRAIO LINEETAKO TERMINALAK AIREPORTUETAN 
175320;SERVICIOS DE CONTROL DE NAVEGACION AEREA;AIREPORTUETAKO HEGALDI-KONTROLERAKO ZERBITZUAK 
175330;SERVICIOS DE HANGARES Y ESTACIONAMIENTO DE AERONAVES;HANGARE ETA AIREUNTZIEN ESTAZIONAMENDU ZERBITZUAK 
175340;SERVICIOS DE REMOLQUE, LIMPIEZA Y MANTENIMIENTO DE AERONAVES;AIREUNTZIEN ATOIKETA, GARBIKETA ETA MANTENIMENDU ZERBITZUAK 
175350;EXPLOTACION INTEGRAL DE LOS AEROPUERTOS;AIREPORTUEN OSOKO USTIAPENA 
175390;OTROS SERVICIOS ANEXOS AL TRANSPORTE AEREO N.C.O.P.;BESTE ATALETAN BILDU EZ DIREN ETA AIREZKO GARRAIOAREN ONDOKOAK DIREN BESTE ZE 
175410;DEPOSITOS Y ALMACENES GENERALES;GORDAILUAK ETA BILTEGI OROKORRAK 
175420;DEPOSITOS Y ALMACENES DE VEHICULOS;IBILGAILUEN GORDAILU ETA BILTEGIAK 
175430;SILOS Y OTROS ALMACENES DE GRANOS;ZILO ETA BIKORRETARAKO BESTE BILTEGI BATZU 
175440;ALMACENES FRIGORIFICOS;HOZKELAK 
175450;ALMACENES Y DEPOSITOS DE LIQUIDOS;LIKIDOEN BILTEGI ETA GORDAILUAK 
175460;GUARDAMUEBLES;ALTZARI GORDAILUAK 
175490;OTROS DEPOSITOS Y ALMACENES ESPECIALES N.C.O.P.;BESTE ATALETAN BILDU EZ DIREN BESTE GORDAILU ETA BILTEGI BEREZI BATZU 
175500;AGENCIAS DE VIAJES;BIDAI AGENTZIAK 
175600;ACTIVIDADES AUXILIARES Y COMPLEMENTARIAS DEL TRANSPORTE (INTERMEDIA.TRANSPOR.);GARRAIOAREN IHARDUERA LAGUNGARRI ETA OSAGARRIAK (GARRAIOKO BITARTEKOAK) 
175700;SERVICIOS DE MUDANZAS;ETXALDAKETA ZERBITZUAK 
176110;SERVICIOS TELEFONICOS EN DOMICILIOS PARTICULARES;ETXE PARTIKULARRETAKO TELEFONO ZERBITZUAK 
176120;SERVICIOS TELEFONICOS PARA USO PUBLICO;ERABILERA PUBLIKORAKO TELEFONO ZERBITZUAK 
176900;OTROS SERVICIOS DE TELECOMUNICACION;TELEKOMUNIKAZIOKO BESTE ZERBITZU BATZU 
181100;BANCA;BANKA 
181200;CAJAS DE AHORRO;AURREZKI KUTXAK 
181910;INSTITUCIONES DE CREDITO;KREDITU ERAKUNDEAK 
181920;ESTABLECIMIENTOS FINACIEROS DE CREDITO;KREDITU ERAKUNDE FINANZIEROAK 
181930;ESTABLECIMIENTOS FINANCIEROS DE CREDITO (PRESTAMOS Y CREDITO);KREDITU ERAKUNDE FINANZIEROAK (KREDITU ETA MAILEGUAK) 
181940;ESTABLECIMIENTOS FINANCIEROS DE CREDITO (FACTORING);KREDITU ERAKUNDE FINANZIEROAK (FACTORING) 
181950;ESTABLECIMIENTOS FINANCIEROS DE CREDITO (ARRENDAMIENTO FINANCIERO);FINANTZ ERRENTAMENDU EDO -LEASING-A EGITEN DUTEN ENTITATEAK 
181960;ENTIDADES DE CAMBIO DE MONEDA;MONETA TRUKATZEKO ENTITATEAK 
181990;OTRAS ENTIDADES FINANCIERAS N.C.O.P.;BESTE ATALETAN BILDU EZ DIREN BESTE ZENBAIT FINANTZ ENTITATE 
182100;ENTIDADES ASEGURADORAS DE VIDA Y CAPITALIZACION;BIZITZA ETA KAPITALIZAZIOAREN ENTITATE ASEGURATZAILEAK 
182200;ENTIDADES ASEGURADORAS DE ENFERMEDAD Y RIESGOS DIVERSOS;ERITASUN ETA ZENBAIT ARRISKUREN ENTITATE ASEGURATZAILEAK 
182300;OTRAS ENTIDADES ASEGURADORAS (MONTEPIOS, CAJA DE PENSIONES ETC.);BESTELAKO ENTITATE ASEGURATZAILEAK (MONTEPIOAK, PENTSIO KUTXAK, ETAB.) 
183110;SERVICIOS DE COMPRA Y VENTA Y CONTRATACION DE VALORES MOBILIARIOS;BALORE HIGIEZINEN EROSKETA, SALMENTA ETA KONTRATAZIO ZERBITZUAK 
183120;SERVICIOS FINANCIEROS DE CONTRATACION DE PRODUCTOS;PRODUKTUEN KONTRATAZIOAREN FINANTZ ZERBITZUAK 
183130;SERVICIOS DE COMPENSACION BANCARIA;BANKA-KONPENTSAZIO ZERBITZUAK 
183190;OTROS SERVICIOS FINANCIEROS N.C.O.P.;BANKA-KONPENTSAZIO ZERBITZUAK 
183210;AGENCIAS DE SEGUROS Y CORREDURIAS DE SEGUROS;ASEGURU AGENTZIAK ETA ASEGURU ARTEKARITZAK 
183220;SERVICIOS DE TASACION Y TARIFACION DE SEGUROS;ASEGURUETAKO TASAZIO ETA TARIFAK EGITEKO ZERBITZUAK 
183290;OTROS SERVICIOS AUXILIARES DE SEGUROS N.C.O.P.;BESTE ATALETAN BILDU EZ DIREN ASEGURUETAKO ZERBITZU LAGUNTZAILEAK 
183311;PROMOCION DE TERRENOS - CUOTA FIJA;SALGAI JARRITAKO LURREN - KUOTA FINKOA 
183321;PROMOCION DE EDIFICACIONES - CUOTA FIJA;SALGAI JARRITAKO ERAIKUNTZEN -KUOTA FINKOA 
183400;SERVICIOS RELATIVOS A LA PROPIEDAD INMOBILIARIA Y A LA PROPIEDAD INDUSTRIAL;HIGIEZINEN JABETZA ETA INDUSTRI JABETZAREN INGURUKO ZERBITZUAK 
184100;SERVICIOS JURIDICOS;ZERBITZU JURIDIKOAK 
184200;SERVICIOS FINANCIEROS Y CONTABLES;FINANTZ ETA KONTABILITATE ZERBITZUAK 
184310;SERVICIOS TECNICOS DE INGENIERIA;ZERBITZU TEKNIKOAK (INGENIARITZA, ARKITEKTURA, HIRIGINTZA, ETAB.) 
184320;SERVICIOS TECNICOS DE ARQUITECTURA Y URBANISMO;ARKITEKTURA ETA HIRIGINTZAKO ZERBITZU TEKNIKOAK 
184330;SERVICIOS TECNICOS DE PROSPECCIONES Y ESTUDIOS GEOLOGICOS;GEOLOGI AZTERLAN ETA IKERLANETAKO ZERBITZU TEKNIKOAK 
184340;SERVICIOS TECNICOS DE TOPOGRAFIA;TOPOGRAFIAKO ZERBITZU TEKNIKOAK 
184350;SERVICIOS TECNICOS DE DELINEACION;DELINEAKETAKO ZERBITZU TEKNIKOAK 
184360;INSPECCION TECNICA DE VEHICULOS;IBILGAILUEN AZTERKETA TEKNIKOA 
184390;OTROS SERVICIOS TECNICOS N.C.O.P.;BESTE ATALETAN BILDU EZ DIREN ZERBITZU TEKNIKOAK 
184400;SERVICIOS DE PUBLICIDAD, RELACIONES PUBLICAS Y SIMILARES;PUBLIZITATE, HARREMAN PUBLIKO ETA ANTZERAKO ZERBITZUAK 
184500;EXPLOTACION ELECTRONICA POR CUENTA DE TERCEROS;GAINONTZEKOEN KONTURAKO USTIAPEN ELEKTRONIKOA 
184600;EMPRESAS DE ESTUDIOS DE MERCADO;MERKATUARI BURUZKO AZTERLANETAKO ENPRESAK 
184700;EMPRESAS DE CONSULTORIA;ITAUN ENPRESAK 
184800;SERVICIOS INTEGRALES DE CORREOS Y TELECOMUNICACIONES.;POSTA ETA TELEKOMUNIKAZIOETAKO ZERBITZU INTEGRALAK. 
184910;COBROS DE DEUDAS Y CONFECCION DE FACTURAS;BESTE ATALETAN BILDU EZ ETA ENPRESEI ESKAINITAKO ZERBITZUAK 
184920;SERVICIOS MECANOGRAFICOS,TAQUIGRAFICOS,REPRODUCCION DE ESCRITOS,PLANOS Y DOCU.;IDAZKI, PLANO ETA AGIRIEN BERREGINTZAKO MEKANOGRAFI, TAKIGRAFI ZERBITZUAK 
184930;SERVICIOS DE TRADUCCION Y SIMILARES;ITZULPEN ZERBITZUAK ETA ANTZEKOAK 
184940;SERVICIOS DE CUSTODIA, SEGURIDAD Y PROTECCION;ITZULPEN ZERBITZUAK ETA ANTZEKOAK 
1849501;SERVICIOS DE RECADERIA, REPARTO Y MANIPULACION DE CORRESPONDENCIA;MATALGO ZERBITZUAK 
1849502;TRANSPORTE DE MENSAJERIA Y RECADERIA CON MEDIOS PROPIOS;NORBERAREN BITARTEKOAK ERABILTZEN DITUZTEN MEZULARITZA ZERBITZUEN GARRAIOA 
184960;SERVICIOS DE COLOCACION Y SUMINISTRO DE PERSONAL;PERTSONALAREN ENPLEGAKETA ETA HORNIDURA ZERBITZUAK 
184970;SERVICIOS DE GESTION ADMINISTRATIVA;ADMINISTRAZIO KUDEAKETAKO ZERBITZUAK 
184980;MULTISERVICIOS INTENSIVOS DE PERSONAL;ASKOTARIKO ZERBITZU TRINKOAK PERTSONALEAN 
184990;OTROS SERVICIOS INDEPENDIENTES N.C.O.P.;BESTE ATALETAN BILDU EZ DIREN ZERBITZU INDEPENDIENTEAK 
185100;ALQUILER DE MAQUINARIA Y EQUIPO AGRICOLA;NEKAZAL MAKINERIA ETA EKIPOAREN ALOGERA (PERTSONAL IRAUNKORRIK GABE) 
185200;ALQUILER DE MAQUINARIA Y EQUIPO PARA LA CONSTRUCCION;NEKAZAL MAKINERIA ETA EKIPOAREN ALOGERA (PERTSONAL IRAUNKORRIK GABE) 
185300;ALQUILER DE MAQUINARIA Y EQUIPO CONTABLE, DE OFICINA Y CALCULO ELECTRONICO;NEKAZAL MAKINERIA ETA EKIPOAREN ALOGERA (PERTSONAL IRAUNKORRIK GABE) 
185410;ALQUILER DE AUTOMOVILES SIN CONDUCTOR;GIDARIRIK GABEKO AUTOMOBILEN ALOGERA 
185420;ALQUILER DE AUTOMOVILES SIN CONDUCTOR EN REGIMEN DE - RENTING -;AUTOMOBIL ALOGERA, GIDARI GABE, RENTING MODALITATEAN 
185510;ALQUILER DE AERONAVES DE TODAS CLASES;MOTA OROTAKO AIREUNTZIEN ALOGERA 
185520;ALQUILER DE EMBARCACIONES;URTZIEN ALOGERA 
185530;ALQUILER DE BICICLETAS;BIZIKLETEN ALOGERA 
185590;ALQUILER DE OTROS MEDIOS DE TRANSPORTE N.C.O.P.;BESTE ATALETAN BILDU EZ DIREN GARRAIOBIDEEN ALOGERA 
185610;ALQUILER DE BIENES DE CONSUMO;KONTSUMOKO ONDASUNEN ALOGERA 
185620;ALQUILER DE PELICULAS DE VIDEO;BIDEOKO FILMEEN ALOGERA 
185710;ALQUILER BASCULAS,BALANZAS Y APARATOS DE PESAR Y MEDIR, EXC.CONTADORES MEDIDA;BASKULA, BALANTZA ETA PISATU ETA NEURTZEKO GAINERAKO APARATUEN ALOGERA, NEURRI 
185720;SERVICIO DE PESA A MEDIDA SIN ALQUILER DEL APARATO;NEURRIRAKO PISAKETA ZERBITZUA APARATUAREN ALOGERARIK GABE 
185730;ALQUILER DE CONTADORES PARA AUTOMOVILES;AUTOMOBILETARAKO ZENBAKAILUEN ALOGERA 
185740;ALQUILER, LECTURA Y CONSERVACION DE CONTADORES DE ENERGIA ELECTRICA;ELEKTRAENERGIA, GAS ETA UR ZENBAKAILUEN ALOGERA, IRAKURKETA ETA ARTAPENA 
185750;LECTURA Y CONSERVAC.POR TANTO ALZADO DE CONTADORES DE ENERGIA ELECTRICA;ELEKTRAENERGIA, GAS ETA UR ZENBAKAILUEN GOREN MUGAKO IRAKURKETA ETA ARTAPENA 
185760;ALQUILER LECTURA Y CONSERVACION DE CONTADORES DE GAS;GASAREN ZENBALAILUEN ALOGERA, IRAKURKETA ETA ARTAPENA 
185770;LECTURA Y CONSERVACION POR TANTO ALZADO DE CONTADORES DE GAS;GASAREN ZENBALAILUEN GOREN MUGAKO ALOGERA, IRAKURKETA ETA ARTAPENA 
185780;ALQUILER, LECTURA Y CONSERVACION DE CONTADORES DE AGUA;URAREN ZENBAKAILUEN ALOGERA, IRAKURKETA ETA ARTAPENA 
185790;LECTURA Y CONSERVACION POR UN TANTO ALZADO DE CONTADORES DE AGUA;URAREN ZENBALAILUEN GOREN MUGAKO ALOGERA, IRAKURKETA ETA ARTAPENA 
